Series Name,Series Code,Country Name,Country Code,2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Morocco,MAR,69.7649049930659,71.0463173308646,72.2380123762747,73.1773228798592,74.1286263488446,75.078660952352,76.0270427371128,76.9734333991615,77.918633263736,78.861710640232,79.8028890316832,80.7418404189432,81.6787840039995,82.6133886224459,83.5458715010734,84.475912325171,85.4034658197899,86.3282340120945,87.2504343475577,87.3836431456272
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Nigeria,NGA,28.6863473284877,29.3592591376198,30.0532638422315,30.7689136768009,31.5068482626807,32.267693402297,33.0520742471129,33.8602865376741,34.6931332709606,35.5499398732214,36.4309333257504,37.3360752432271,38.2655122285715,39.2193825451344,40.1973273390898,41.1997191095263,42.2262606432937,43.27675278374,44.3511464071045,45.4491548934765
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Ethiopia,ETH,3.39684063568474,3.69805219630623,4.0092482931609,4.31644032463521,4.61983246123029,4.92163262678547,5.24481811104458,5.56530539724539,5.88367348842843,6.19978430281278,6.51408999312917,6.82389059062955,7.1320081780504,7.43845438341403,7.74355073772014,8.0471575170489,8.34992303821713,8.65203916056794,8.95353751323462,9.25478025646195
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Haiti,HTI,18.9377084118085,20.0496673863976,21.0516679507767,22.0475380365859,23.0518749621917,24.0645348010044,25.086433573722,26.1167029131359,27.1564387955898,28.2056610456094,29.2647488845642,30.3333249560335,31.4123242113775,32.5017277166698,33.5993505838941,34.7044548393316,35.8174460723716,36.9385275856622,37.1217354310828,37.3008520349427
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Afghanistan,AFG,22.5413387666176,24.1003328260197,25.6662399387279,27.2391887360031,28.8122662344939,30.4665336124326,32.128704614959,33.7989577403427,35.4774709901664,37.16457222165,38.8603050336229,40.564852379778,42.2784026530125,44.0013086436901,45.7336021554717,47.4776157981306,49.2341444226923,51.0034810931108,52.6490009350063,54.298589737252
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Bangladesh,BGD,27.6554493983047,29.231867657353,30.7992984470831,32.4431837647269,34.0875250851519,35.7309011894357,37.3719166265714,39.0092124920905,40.6418673210665,42.268339101128,43.8868927179976,45.4961634604437,47.0955366737352,48.6838158473245,50.2602922140672,51.8240359497362,53.374264785747,54.9102399606066,56.4312334257288,57.9366246208439
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Uganda,UGA,16.8151542285613,17.0321532501804,17.2487008096089,17.4642525560946,17.6794433895241,17.893860360696,18.107742128752,18.3208073608516,18.5332942492702,18.7450509527494,18.9561823261431,19.1662858984987,19.3758464383761,19.5845877472555,19.7922384779092,19.9987800028527,20.2039464819127,20.4080904532095,20.6108258720445,20.8121374661631
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Nepal,NPL,19.0765230183174,21.7098754525465,24.4122734406566,27.1832353733961,30.0222708409922,32.9290255317548,35.9028115449213,38.9430970513843,42.0493403726571,45.2211012451996,48.4581805623339,51.7595632493705,55.1248076174692,58.5529933392084,62.0434751947027,65.5953745180221,69.207890923476,72.8801279481259,76.6112121421111,80.4002236592491
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Mozambique,MOZ,12.2572646339569,13.3023143058234,14.3614035663123,15.4341574090753,16.5211559577989,17.6213721830878,18.8302407708135,20.0645617499618,21.3170069551163,22.5867672282022,23.8737014232425,25.1776607454077,26.498493533672,27.8360509112133,29.1901697914073,30.560328246432,31.9467194446126,33.350311214661,34.7705804730804,36.0718806213065
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Sudan,SDN,20.62319953674,20.6388274346006,20.654455969097,21.8517553278988,23.0494722107367,24.3296017337058,25.6176055136201,26.9201924275394,28.2380452033028,29.5715496150198,30.9207582195754,32.2863939533756,33.6685183809857,35.0682362613739,36.4856263269616,36.5750321728239,36.6726971878423,36.7782607644713,36.8920833728428,..
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Madagascar,MDG,4.72902493987506,5.18344487592683,5.63879497378888,6.12117429647739,6.60626040079226,7.09404605387567,7.58477424817969,8.07809185945002,8.57423264087617,9.07317357345326,9.57497722568056,10.0796108080669,10.5872296200375,11.0976984938148,11.6111708642625,12.1276031211704,12.6470453599113,13.1693371507898,13.6947389718241,14.2229669156927
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Rwanda,RWA,48.0136940623301,49.4007987176777,50.768335540329,52.1358341835326,53.5033672855633,54.8707679900931,56.2381232596537,57.6054507159274,58.9727043706858,60.3399094161962,61.7070227174276,63.0741145901109,64.4396648810938,65.8025240374221,67.1618497330345,68.5163433560546,69.8648759524537,71.2065248746041,72.5399876892976,73.8641077883081
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,United States,USA,..,..,..,98.8969742740372,98.9038131746627,98.9106115579518,98.9173700191931,98.9240884167761,99.0106461132278,99.096367912853,99.1811102172919,99.264889342605,99.3476448073387,99.4293286043051,99.5098953354758,99.5893438930694,99.6675901670928,99.7446309234849,99.8204215151458,99.8949384148984
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Germany,DEU,99.9999985035625,100,99.9999986156687,100,100,100,99.99999811463,100,99.9999998078699,99.999998714282,99.9999993293627,99.999998584425,100,99.9999983056289,100,99.999998846436,100,99.9999995489977,100,100
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Japan,JPN,98.5041275829008,98.5041275829008,98.5041275829008,98.5413402058129,98.5785528287251,98.6157654516372,98.6529780745494,98.6901906974615,98.7274033203737,98.7646159432859,98.801828566198,98.8390411891102,98.8762538120223,98.9134664349345,98.9506790578466,98.9878916807588,99.025104303671,99.0623169265831,99.0995295494953,99.1367421724074
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Norway,NOR,99.9999970520901,99.9999971549165,100,99.9999965995429,100,100,99.9999985460061,100,100,99.9999982454226,99.9999993871015,99.9999993849234,99.999995923009,100,99.9999993472911,100,99.9999955421284,99.9999987035841,100,100
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Australia,AUS,99.7121932942878,99.7343585407436,99.756343263422,99.7781486825672,99.7997739521724,99.8212541640962,99.8425551218213,99.8636747098466,99.8831444931569,99.891961822547,99.9007695926109,99.9095893912989,99.9614764144689,99.9700009039845,99.9699666761373,99.9699375056336,99.9698937678204,99.9698543658953,99.9698176501115,99.9697746715914
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,"Korea, Rep.",KOR,98.7011689015474,98.7011689015474,98.7011689015474,98.7011689015474,98.7011689015474,98.7830634842858,98.8649580670242,98.9468526497625,99.0287472325009,99.1106418152392,99.1925363979776,99.2744309807159,99.3563255634543,99.4382201461927,99.520114728931,99.6020093116694,99.6839038944077,99.7657984771461,99.8476930598844,99.9295876426228
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Canada,CAN,99.2325718904839,99.2336503304193,99.2347121695379,99.2346442640093,99.2346171625691,99.2354956393385,99.2360771293293,99.2363564521171,99.2363491901291,99.2358946686257,99.2343230962045,99.2326886789969,99.230983411354,99.2292213269659,99.2273960932328,99.2255353831577,99.2236309395742,99.2216549751961,99.221809586814,99.2219886396018
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,United Kingdom,GBR,99.9999974333758,99.9999964375404,99.9999976821314,100,99.9999987151275,99.9999996429194,100,100,100,99.9999973952721,100,99.9999998056057,99.9999983476075,100,99.9999972155672,100,100,99.999997344305,100,99.9999986414263
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Switzerland,CHE,99.9999980539827,100,99.9999983594192,100,100,99.9999990806574,99.9999979288144,99.999997222233,99.9999976280164,99.9999991605815,100,99.9999992997273,99.9999972090687,99.9999962502182,100,100,100,99.9999987245773,99.9999976034203,100
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Italy,ITA,99.6084844677844,99.6341969349767,99.6599094021691,99.6856218693615,99.7113343365538,99.7370468037462,99.7627592709386,99.788471738131,99.8141842053233,99.8398966725157,99.8656091397081,99.8913216069004,99.9170340740928,99.9170340740928,99.9170340740928,99.9170340740928,99.9170340740928,99.9170340740928,99.9170340740928,99.9170340740928
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Sweden,SWE,99.5058212956933,99.5183735264399,99.5308577359244,99.5432668281799,99.5560777778459,99.5691927538968,99.5821455649092,99.5949288035444,99.6075336874398,99.6205707167792,99.6338807340891,99.6468240649313,99.6594134102182,99.6716730402795,99.6835913395112,99.6951860266427,99.7064550175558,99.7174099911848,99.7280724118451,99.7384457673194
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Brazil,BRA,94.1424897502086,94.4635263894455,94.7773576406478,95.0841359766136,95.3841881864926,95.6776268688402,95.9645639704386,96.2447988312122,96.5187999853069,96.7879749994184,97.0509780439356,97.3076718816465,97.5585811855157,97.8035647892997,97.955839734312,98.4509560322469,98.6794937002595,98.9355439518362,99.3208587959277,99.5894010970371
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,India,IND,81.1305571787929,81.768990903233,82.4045080736675,83.0367817028024,83.6659240960625,84.2920134047185,84.9149974493222,85.5345912190397,86.1508722744759,86.7639052913499,87.3745079483664,87.9823668573986,88.5873718355345,89.1893092956283,89.7879609406816,90.3831835768211,90.9746755845385,91.5622211412629,92.1456047702605,92.7246538783578
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,South Africa,ZAF,85.6331020911519,86.1621488884409,86.682250515141,87.1925788909373,87.6937845213008,88.1859084292649,88.669259438011,89.1428576544517,89.6075553818254,90.0631651018591,90.5099735416629,90.9473828699795,91.3761428829595,91.7960958447093,92.2073116249765,92.6096825237423,93.0032909326982,93.3882436903298,93.7647902920458,94.1326997120042
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Mexico,MEX,91.7391646143139,92.2996135627821,92.8555799319342,93.4067485824867,93.9533047726709,94.495124111029,95.0155943324326,95.4075017015433,95.7953211176627,96.1794604737157,96.5596662108125,96.9361142167942,97.3088202170104,97.6776477066578,98.0427474926673,98.4040199327524,98.7615454576756,99.1153530172831,99.3687045328802,99.5400027130721
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Indonesia,IDN,77.2244511616934,78.1799292696413,79.1261137314695,80.0618734021774,80.9767562559622,81.881582956157,82.7767301263991,83.6614405618851,84.5326117527197,85.3771275634308,86.2129184659501,87.039688549159,87.8579420521054,88.6672494941837,89.4676670658379,90.2587210817382,91.0407971895122,91.8137421547406,92.5873956949722,93.3517658193308
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Philippines,PHL,86.7353290540228,87.1255156450676,87.5163914921387,87.9079574573496,88.300211308836,88.6931489201816,89.086781337771,89.4811999864762,89.8807890071793,90.3027532664464,90.7233716794272,91.1427386256371,91.5606767241614,91.9773505590147,92.3926834183241,92.8078557116294,93.222835120702,93.6373567501473,94.0512327503984,94.4642805883106
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,"Egypt, Arab Rep.",EGY,98.3043525753378,98.335021524034,98.365643197958,98.3962203294697,98.426743408475,98.4565570321653,98.4859930462561,98.5154718531203,98.5449648922307,98.574504181642,98.6036168042443,98.6328142113716,98.6620775238515,98.6914116257754,98.7208232501016,98.7505737560033,98.7558675337883,98.7614152226307,98.7671898041778,98.7679087029408
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Colombia,COL,92.5729955519748,92.8717379215959,93.1651930443208,93.4534280310835,93.7365220800179,94.014341189398,94.2871908166194,94.555130092227,94.8180493749797,95.0760498001745,95.3293842263037,95.5779768800422,95.821895841302,96.0614092543758,96.2965922555706,96.5273645492207,96.739501221738,96.8925246726353,97.0410236613368,97.3938172969202
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Argentina,ARG,96.7554692969689,96.9824166198558,97.2043461157274,97.4211883068913,97.6332141757066,97.8403601049127,98.0428781125276,98.2407291145394,98.4340478989156,98.6218627766521,98.8052936559107,98.8641989604982,98.9232479851466,98.9823081880311,99.0413737808333,..,..,..,..,..
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Viet Nam,VNM,82.2911537153738,83.1365351940199,83.9749964118067,84.8058439875053,85.6291833330873,86.4447942475813,87.2523212418097,88.0518068099142,88.8442328441126,89.6277366637079,90.4022210536328,91.1670953550242,91.9225591098778,92.6683085914306,93.4040810523936,94.1294081468165,95.1687848677321,95.9890536474813,96.6670224746456,97.3175133830786
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Morocco,MAR,66.5885809593139,67.5495505303989,68.5102152427062,69.5807164276535,70.6676089659344,71.7467395262126,72.8173346439623,73.8787116175245,74.9321261036749,75.9759037287144,77.0103247140373,78.0347633935167,79.0494793784529,80.0538678565424,81.048169800734,82.031814596802,84.0333811702361,84.9818507597581,85.9187628261055,86.8433142429705
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Nigeria,NGA,47.2883073743618,48.8567642406248,50.4334927622484,52.0176713923367,53.6095346466067,55.2089706747755,56.8158520956791,58.4287046846298,60.048448967519,61.6709575534606,63.296219919828,64.9235673868733,66.5530061054195,68.1845425049661,69.8172268810042,71.451735522149,73.0874579051768,74.7241263304551,76.361790269796,78.0001935748374
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Ethiopia,ETH,21.77133078604,23.2981637789492,24.8131815247792,26.3163660068506,27.8082946441902,29.2977073978485,30.8752129693809,32.4383798883198,33.98875142441,35.5250490303748,37.0481962437743,38.548228349882,40.034664721558,41.506855299013,42.9651586197148,44.4084974167704,45.8381608718736,47.2539785569372,48.6553476821695,50.0425628235297
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Haiti,HTI,57.890307587373,58.7247918623983,59.2574851456357,59.7530302249497,60.2473792119938,60.7392582689179,61.229985292414,61.7165764517531,62.2007893646649,62.6818037025713,63.1596589540934,63.6326909989076,64.1022382287667,64.5674854749725,65.0230168507914,65.466827113029,65.8994451769274,66.3209862141568,66.6953102748929,67.0612754217819
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Afghanistan,AFG,29.6748627315109,31.8755891610669,34.0944312907889,36.3312261244574,38.5671193339185,41.0836738960922,43.6326087182233,46.2137626459091,48.8269685242371,51.4723764683198,54.1494916362474,56.8581415948124,59.5981581738121,62.3696595585624,65.1721622599667,68.0088715856643,70.8799408932308,73.7846429967308,76.72225540254,79.6930784589074
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Bangladesh,BGD,95.1737696316763,95.3525625591624,95.5299724790634,95.7089575160626,95.8847117824058,96.0570984545243,96.2259786038382,96.3912331775333,96.5528253694261,96.710597256145,96.864384577712,97.0140618269523,97.1596636760135,97.3011010904708,97.4383909094007,97.5714932946819,97.700411546896,97.8251365713411,97.945676020447,98.0330197120009
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Uganda,UGA,28.9911541004358,30.3158892746361,31.6653580235931,33.0370258975585,34.4326103679449,35.8500319866444,37.2895087674594,38.7494337829867,40.229957437106,41.7298870287119,43.2488591030294,44.7848792369786,46.3387388137212,47.9088089711991,49.4935303861388,51.0921165194054,52.7030927273616,54.3266872423468,55.9611032232523,57.605574850406
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Nepal,NPL,80.936422443979,81.5412679602195,82.1397139231249,82.731665320308,83.3170381280125,83.895823115831,84.4678253980994,85.0329499671884,85.5911073264404,86.1422718062614,86.686530708514,87.2235597131944,87.7533252357355,88.275580629965,88.7902053889185,89.2969930943264,89.7957758492581,90.2863663521825,90.7685835327375,91.2422508128062
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Mozambique,MOZ,25.281950672123,26.8306654926848,28.4125475477891,30.0268645534793,31.6744358371789,33.3535146665371,35.2069187179296,37.1024439275655,39.0283491613439,40.9829957259919,42.9657407480855,44.975925386408,47.0128819373376,49.0759428639125,51.1644141801736,53.2771826866148,55.4139858964107,57.5753680766886,59.7601108598003,61.4809315914592
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Sudan,SDN,44.6754074159875,44.6893905938749,44.7033753195238,45.8190395908666,46.9340172529745,48.048310173272,49.1619183582309,50.2797012285527,51.4014783358851,52.5268264920193,53.6551016203775,54.786102248502,55.9192043089609,57.0543889684013,58.1910173796323,59.3286670896413,60.4670842442273,61.6056535311679,62.7441109270103,63.8820096510733
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Madagascar,MDG,38.2126799889212,38.8436031481293,39.4738982619878,40.2552973589026,41.0378421311969,41.820986961241,42.6055743876338,43.3892235845163,44.1727775368766,44.9557063792181,45.7379371546935,46.5189417208381,47.299102963258,48.077446714498,48.854353375217,49.6293115469512,50.4022432734825,51.1722061354795,51.9400233315503,52.7043071877967
