series_name,country_name,category,income_group,year,value
"Life expectancy at birth, total (years)",Afghanistan,Health Outcomes,Low-Income Countries,2013,62.417
"Life expectancy at birth, total (years)",Bangladesh,Health Outcomes,Low-Income Countries,2013,69.565
"Life expectancy at birth, total (years)",Uganda,Health Outcomes,Low-Income Countries,2013,59.763
"Life expectancy at birth, total (years)",Nepal,Health Outcomes,Low-Income Countries,2013,67.965
"Life expectancy at birth, total (years)",Mozambique,Health Outcomes,Low-Income Countries,2013,56.492
"Life expectancy at birth, total (years)",Sudan,Health Outcomes,Low-Income Countries,2013,63.678
"Life expectancy at birth, total (years)",Madagascar,Health Outcomes,Low-Income Countries,2013,63.962
"Life expectancy at birth, total (years)",Rwanda,Health Outcomes,Low-Income Countries,2013,64.426
Lifetime risk of maternal death (%),United States,Health Outcomes,High-Income Countries,2013,0.0284187219525554
Lifetime risk of maternal death (%),Germany,Health Outcomes,High-Income Countries,2013,0.0074490376810194
Lifetime risk of maternal death (%),Japan,Health Outcomes,High-Income Countries,2013,0.0071535494684719
Lifetime risk of maternal death (%),Norway,Health Outcomes,High-Income Countries,2013,0.0054513342228697
Lifetime risk of maternal death (%),Australia,Health Outcomes,High-Income Countries,2013,0.0125087288152162
Lifetime risk of maternal death (%),"Korea, Rep.",Health Outcomes,High-Income Countries,2013,0.0072679950893714
Lifetime risk of maternal death (%),Canada,Health Outcomes,High-Income Countries,2013,0.0199513839655113
Lifetime risk of maternal death (%),United Kingdom,Health Outcomes,High-Income Countries,2013,0.0145363136952682
Lifetime risk of maternal death (%),Switzerland,Health Outcomes,High-Income Countries,2013,0.010088562752233
Lifetime risk of maternal death (%),Italy,Health Outcomes,High-Income Countries,2013,0.0094511209037636
Lifetime risk of maternal death (%),Sweden,Health Outcomes,High-Income Countries,2013,0.0085771334059137
Lifetime risk of maternal death (%),Brazil,Health Outcomes,Middle-Income Countries,2013,0.104917058138524
Lifetime risk of maternal death (%),India,Health Outcomes,Middle-Income Countries,2013,0.420563452650781
Lifetime risk of maternal death (%),South Africa,Health Outcomes,Middle-Income Countries,2013,0.390556688516766
Lifetime risk of maternal death (%),Mexico,Health Outcomes,Middle-Income Countries,2013,0.118125520340014
Lifetime risk of maternal death (%),Indonesia,Health Outcomes,Middle-Income Countries,2013,0.46190954992673
Lifetime risk of maternal death (%),Philippines,Health Outcomes,Middle-Income Countries,2013,0.354810604526773
Lifetime risk of maternal death (%),"Egypt, Arab Rep.",Health Outcomes,Middle-Income Countries,2013,0.107108021324455
Lifetime risk of maternal death (%),Colombia,Health Outcomes,Middle-Income Countries,2013,0.145688706592682
Lifetime risk of maternal death (%),Argentina,Health Outcomes,Middle-Income Countries,2013,0.105080924551797
Lifetime risk of maternal death (%),Viet Nam,Health Outcomes,Middle-Income Countries,2013,0.1125476
Lifetime risk of maternal death (%),Morocco,Health Outcomes,Middle-Income Countries,2013,0.292368094979794
Lifetime risk of maternal death (%),Nigeria,Health Outcomes,Low-Income Countries,2013,6.21524436352308
Lifetime risk of maternal death (%),Ethiopia,Health Outcomes,Low-Income Countries,2013,2.47694877107588
Lifetime risk of maternal death (%),Haiti,Health Outcomes,Low-Income Countries,2013,1.31273373532075
Lifetime risk of maternal death (%),Afghanistan,Health Outcomes,Low-Income Countries,2013,4.92229572461484
Lifetime risk of maternal death (%),Bangladesh,Health Outcomes,Low-Income Countries,2013,0.523336125321658
Lifetime risk of maternal death (%),Uganda,Health Outcomes,Low-Income Countries,2013,1.83169678350779
Lifetime risk of maternal death (%),Nepal,Health Outcomes,Low-Income Countries,2013,0.708950383548311
Lifetime risk of maternal death (%),Mozambique,Health Outcomes,Low-Income Countries,2013,1.32538613867373
Lifetime risk of maternal death (%),Sudan,Health Outcomes,Low-Income Countries,2013,1.62081058522944
Lifetime risk of maternal death (%),Madagascar,Health Outcomes,Low-Income Countries,2013,2.12022644652535
Lifetime risk of maternal death (%),Rwanda,Health Outcomes,Low-Income Countries,2013,1.40860444099768
Number of maternal deaths,United States,Health Outcomes,High-Income Countries,2013,650.0
Number of maternal deaths,Germany,Health Outcomes,High-Income Countries,2013,37.0
Number of maternal deaths,Japan,Health Outcomes,High-Income Countries,2013,54.0
Number of maternal deaths,Norway,Health Outcomes,High-Income Countries,2013,2.0
Number of maternal deaths,Australia,Health Outcomes,High-Income Countries,2013,18.0
Number of maternal deaths,"Korea, Rep.",Health Outcomes,High-Income Countries,2013,31.0
Number of maternal deaths,Canada,Health Outcomes,High-Income Countries,2013,43.0
Number of maternal deaths,United Kingdom,Health Outcomes,High-Income Countries,2013,65.0
Number of maternal deaths,Switzerland,Health Outcomes,High-Income Countries,2013,6.0
Number of maternal deaths,Italy,Health Outcomes,High-Income Countries,2013,35.0
Number of maternal deaths,Sweden,Health Outcomes,High-Income Countries,2013,6.0
Number of maternal deaths,Brazil,Health Outcomes,Middle-Income Countries,2013,1800.0
Number of maternal deaths,India,Health Outcomes,Middle-Income Countries,2013,40000.0
Number of maternal deaths,South Africa,Health Outcomes,Middle-Income Countries,2013,1800.0
Number of maternal deaths,Mexico,Health Outcomes,Middle-Income Countries,2013,1100.0
Number of maternal deaths,Indonesia,Health Outcomes,Middle-Income Countries,2013,9500.0
Number of maternal deaths,Philippines,Health Outcomes,Middle-Income Countries,2013,2500.0
Number of maternal deaths,"Egypt, Arab Rep.",Health Outcomes,Middle-Income Countries,2013,750.0
Number of maternal deaths,Colombia,Health Outcomes,Middle-Income Countries,2013,520.0
Number of maternal deaths,Argentina,Health Outcomes,Middle-Income Countries,2013,320.0
Number of maternal deaths,Viet Nam,Health Outcomes,Middle-Income Countries,2013,840.0
Number of maternal deaths,Morocco,Health Outcomes,Middle-Income Countries,2013,760.0
Number of maternal deaths,Nigeria,Health Outcomes,Low-Income Countries,2013,79000.0
Number of maternal deaths,Ethiopia,Health Outcomes,Low-Income Countries,2013,16000.0
Number of maternal deaths,Haiti,Health Outcomes,Low-Income Countries,2013,1100.0
Number of maternal deaths,Afghanistan,Health Outcomes,Low-Income Countries,2013,10000.0
Number of maternal deaths,Bangladesh,Health Outcomes,Low-Income Countries,2013,6700.0
Number of maternal deaths,Uganda,Health Outcomes,Low-Income Countries,2013,4500.0
Number of maternal deaths,Nepal,Health Outcomes,Low-Income Countries,2013,1600.0
Number of maternal deaths,Mozambique,Health Outcomes,Low-Income Countries,2013,2500.0
Number of maternal deaths,Sudan,Health Outcomes,Low-Income Countries,2013,4200.0
Number of maternal deaths,Madagascar,Health Outcomes,Low-Income Countries,2013,3600.0
Number of maternal deaths,Rwanda,Health Outcomes,Low-Income Countries,2013,1200.0
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",United States,Health Outcomes,High-Income Countries,2013,1200.0
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",Germany,Health Outcomes,High-Income Countries,2013,1200.0
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",Japan,Health Outcomes,High-Income Countries,2013,1200.0
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",Norway,Health Outcomes,High-Income Countries,2013,1200.0
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",Australia,Health Outcomes,High-Income Countries,2013,1200.0
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)","Korea, Rep.",Health Outcomes,High-Income Countries,2013,1200.0
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",Canada,Health Outcomes,High-Income Countries,2013,1200.0
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",United Kingdom,Health Outcomes,High-Income Countries,2013,1200.0
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",Switzerland,Health Outcomes,High-Income Countries,2013,1200.0
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",Italy,Health Outcomes,High-Income Countries,2013,1200.0
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",Sweden,Health Outcomes,High-Income Countries,2013,1200.0
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",Brazil,Health Outcomes,Middle-Income Countries,2013,1200.0
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",India,Health Outcomes,Middle-Income Countries,2013,1200.0
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",South Africa,Health Outcomes,Middle-Income Countries,2013,1200.0
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",Mexico,Health Outcomes,Middle-Income Countries,2013,1200.0
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",Indonesia,Health Outcomes,Middle-Income Countries,2013,1200.0
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",Philippines,Health Outcomes,Middle-Income Countries,2013,1200.0
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)","Egypt, Arab Rep.",Health Outcomes,Middle-Income Countries,2013,1200.0
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",Colombia,Health Outcomes,Middle-Income Countries,2013,1200.0
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",Argentina,Health Outcomes,Middle-Income Countries,2013,1200.0
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",Viet Nam,Health Outcomes,Middle-Income Countries,2013,1200.0
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",Morocco,Health Outcomes,Middle-Income Countries,2013,1200.0
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",Nigeria,Health Outcomes,Low-Income Countries,2013,1200.0
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",Ethiopia,Health Outcomes,Low-Income Countries,2013,1200.0
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",Haiti,Health Outcomes,Low-Income Countries,2013,1200.0
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",Afghanistan,Health Outcomes,Low-Income Countries,2013,1200.0
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",Bangladesh,Health Outcomes,Low-Income Countries,2013,1200.0
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",Uganda,Health Outcomes,Low-Income Countries,2013,1200.0
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",Nepal,Health Outcomes,Low-Income Countries,2013,1200.0
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",Mozambique,Health Outcomes,Low-Income Countries,2013,1200.0
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",Sudan,Health Outcomes,Low-Income Countries,2013,1200.0
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",Madagascar,Health Outcomes,Low-Income Countries,2013,1200.0
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",Rwanda,Health Outcomes,Low-Income Countries,2013,1200.0
"Cause of death, by non-communicable diseases (% of total)",United States,Health Outcomes,High-Income Countries,2013,1200.0
"Cause of death, by non-communicable diseases (% of total)",Germany,Health Outcomes,High-Income Countries,2013,1200.0
"Cause of death, by non-communicable diseases (% of total)",Japan,Health Outcomes,High-Income Countries,2013,1200.0
"Cause of death, by non-communicable diseases (% of total)",Norway,Health Outcomes,High-Income Countries,2013,1200.0
"Cause of death, by non-communicable diseases (% of total)",Australia,Health Outcomes,High-Income Countries,2013,1200.0
"Cause of death, by non-communicable diseases (% of total)","Korea, Rep.",Health Outcomes,High-Income Countries,2013,1200.0
"Cause of death, by non-communicable diseases (% of total)",Canada,Health Outcomes,High-Income Countries,2013,1200.0
"Cause of death, by non-communicable diseases (% of total)",United Kingdom,Health Outcomes,High-Income Countries,2013,1200.0
"Cause of death, by non-communicable diseases (% of total)",Switzerland,Health Outcomes,High-Income Countries,2013,1200.0
"Cause of death, by non-communicable diseases (% of total)",Italy,Health Outcomes,High-Income Countries,2013,1200.0
"Cause of death, by non-communicable diseases (% of total)",Sweden,Health Outcomes,High-Income Countries,2013,1200.0
"Cause of death, by non-communicable diseases (% of total)",Brazil,Health Outcomes,Middle-Income Countries,2013,1200.0
"Cause of death, by non-communicable diseases (% of total)",India,Health Outcomes,Middle-Income Countries,2013,1200.0
"Cause of death, by non-communicable diseases (% of total)",South Africa,Health Outcomes,Middle-Income Countries,2013,1200.0
